truth,preds,lon,lat
56.3211428571429,46.82181119181769,-72.74737201818695,44.88301340903118
95.9416216216216,91.63278896970587,-77.93958096630068,41.645065987350435
33.4452631578947,28.968951122717044,-74.35874720898086,40.8790372163412
6.20022062879206,12.017163579706903,-86.23058835824888,42.116711047900814
0.0,1.3870745029998943,-111.99881897342343,48.16017378964519
0.0157699443413729,0.0,-99.57608032302929,28.116884016613245
0.0096969696969697,0.0,-102.93655507989865,47.89308524902822
0.0,10.967851490819157,-118.8850377375,34.941617276003505
6.50648648648649,7.351990923312769,-86.40963004611487,41.511144300274154
0.0567446490791439,6.84226480534744,-111.13115540914978,33.25395119443836
0.0,0.0,-104.96110339653717,38.46262373254458
0.133786848072562,7.747862723586877,-98.08865706998874,42.89840298015654
18.1902702702703,18.237953908628697,-115.8551014813063,41.95305551476658
38.3237837837838,40.6634759247554,-107.90840502756194,40.167209831877216
79.66,80.17630799425206,-117.10839329636825,48.65382571037822
0.22974358974359,0.0,-98.73596163381194,39.04256252418066
0.0,9.313474751619651,-110.84193422105857,35.77273184252268
31.7503924646782,39.72795073836096,-85.0461587308277,38.47340613274777
98.197,96.50396599160376,-83.84795666587839,35.21210480977831
14.839512195122,21.022181736429047,-90.32100230411037,34.21594891211778
49.9577922077922,45.62386754801628,-82.26412635014077,27.165306925394514
0.0,0.0,-91.17489343085586,46.98965052495747
0.0548717948717949,2.5372047474647843,-111.87486703567005,38.37630649966991
0.128061224489796,0.0,-89.94914649085024,36.362710403606776
0.919567827130852,2.743163949171503,-117.17725548400901,47.392056854025284
84.1485714285714,80.74950014264323,-69.20785557345158,45.85050028608622
0.0,3.201742484838178,-115.33174885523648,33.47248883675828
1.05058823529412,4.742122325740638,-96.31201262885699,46.470494686810504
0.182539682539683,4.052489958334263,-98.72218919628378,42.92866056362774
0.0,0.4698455742727674,-109.01020002981419,37.85624029821692
0.0,6.164792578019842,-110.31858159498874,47.87461431847283
11.5951351351351,37.08980866499769,-122.5898234325732,41.31491320282291
49.3826315789474,43.72434524873461,-82.04376734969031,40.377355417536975
23.8775510204082,10.045748121432553,-116.98444135861487,45.9559136219982
87.2553509208561,71.6492395455025,-84.30244710430745,34.97547724105687
83.5466666666667,83.72679503727704,-89.50842848994932,32.56024315428079
8.41749271137026,0.0,-114.9461206044482,44.20579790002353
0.0,3.198486849476467,-103.8042186441723,45.72566280284804
0.496793002915452,2.169599690730138,-96.35332994144144,44.39306359043334
0.0,12.993830811799853,-103.50122501855293,30.541872426934308
0.0,7.1759203312358295,-108.30780571587837,32.653051221517195
0.0,0.0,-115.00121035456081,38.322305861342755
13.3779487179487,24.23919803548233,-106.58625102485924,37.5183990445736
0.109230769230769,3.9635227069484245,-98.90123088414978,37.31057517232937
49.843537414966,60.865701393251584,-77.36113859011826,38.13840264410633
32.2857142857143,34.32692825126651,-88.17250204971847,42.53415352744639
0.570285714285714,0.0,-100.11320538662726,45.802518959169824
73.4434146341463,59.071653330418485,-88.97130342635135,33.701934424160534
90.1926770708283,89.75417866523821,-87.51142504836713,46.175676564712646
15.0982352941176,11.062960160421426,-96.05033631582208,47.689542653723386
66.4904143475572,74.76670846241723,-112.71498572488738,47.027212410493284
