truth,preds,lon,lat,best_lambda
0.3450907808141012,1.6529481962068076,-103.66649426889077,44.186050975753886,1.0
2.9531323220444916,1.6788582811727792,-91.90483261984798,38.40868754971848,
3.0811713190949455,3.1250096003774956,-79.44077665686937,36.716776148372844,
0.12657968620880466,0.5710088275418457,-113.92696022736487,47.1022569378054,
0.0052455877820397805,0.38515995241994005,-110.93834128375563,35.6273453836759,
2.019851832320465,3.124737477399208,-85.44555941914415,33.38053989994681,
4.171035641769064,3.147983720017578,-93.37848343536037,44.63855568487783,
2.5697475009542066,1.980398903903918,-80.12939853327703,36.67260665280592,
5.908477681414555,5.03773225374826,-95.2790798142455,29.923154569569046,
0.21668498497227995,0.9398178178767012,-109.87786359408784,44.31428768324547,
0.09410930733110676,0.6416991795545073,-105.93894646103604,42.87822300424791,
0.028105638952020513,0.6655682539530972,-118.43054729907095,48.61742319122316,
3.920580965998235,3.4053608744732173,-94.08087774929618,33.36903943557875,
0.057547954481664366,0.21673443863619468,-117.32875229681869,45.78331484721938,
2.642536337393685,1.7375408137976365,-97.70302881920045,35.043155181096225,
2.3192510893435063,2.066602640763506,-84.66053048003943,38.073384638944894,
2.931009307510368,2.9365153553842447,-76.89287571416105,41.138835696753205,
0.7775285389687477,1.4135998308433955,-102.05511907809685,46.147061450352176,
3.4586308821062155,2.9343137297628346,-88.25513667488738,44.38322239358636,
0.12454618221604476,0.40567148188881674,-103.99703276956645,41.232112270782835,
2.5381601123220956,2.8390651968067004,-86.1341812955518,41.583290489160746,
2.1779575553775303,3.3445112259916527,-82.62220972587275,40.461230722818016,
3.3580576821139316,3.16359229680711,-95.45812150211148,31.392081029738726,
0.09215266607339309,2.780465645846107,-121.7083874307714,36.2961427037638,
2.513255934031936,1.6626766685348855,-75.01982421033222,42.64567881730802,
5.2678819908055665,3.5310493385539985,-118.38922998648648,46.00376260537501,
0.01709553285602808,0.08251526223966721,-115.51079054310247,40.660015245600334,
0.8396053328104129,2.6941115108933786,-91.46411461894708,35.12204196283554,
0.9671045648246916,0.3917815368133688,-107.48145946418919,32.12975797259926,
0.17903970013138823,0.8947108749702011,-116.87426185838964,45.4848047658643,
0.05612811706940496,1.3827405069979477,-115.55210785568694,47.69881188775191,
4.246542555110575,2.9188915812407004,-91.91860505737613,32.80365897935553,
3.0673356035407715,4.376858390380221,-85.12879335599663,33.41503216597499,
0.1076440310528305,0.0,-99.72757713583897,31.837733140603934,
0.16010695602207875,0.32765329354015194,-120.73054436627253,44.86349485809927,
0.1955748269035517,0.5918634115363375,-112.48085428690878,47.6060453900427,
0.4685500229798511,1.6919124125045073,-97.63416663155968,27.58111424227769,
